--> Epoch 0: train loss 2.9192; validation loss 6.7708; train accuracy: 0.2907; best accuracy: 0.2907; validation F1-score: 0.2476
--> Epoch 39: train loss 0.7180; validation loss 1.4587; train accuracy: 0.9244; best accuracy: 0.9302; validation F1-score: 0.9180
--> Epoch 40: train loss 0.6425; validation loss 1.4739; train accuracy: 0.9244; best accuracy: 0.9302; validation F1-score: 0.9180
--> Epoch 41: train loss 0.5407; validation loss 1.4605; train accuracy: 0.9186; best accuracy: 0.9302; validation F1-score: 0.9180
--> Epoch 42: train loss 0.6337; validation loss 1.4710; train accuracy: 0.9244; best accuracy: 0.9302; validation F1-score: 0.9196
--> Epoch 43: train loss 0.7415; validation loss 1.4973; train accuracy: 0.9302; best accuracy: 0.9302; validation F1-score: 0.9196
--> Epoch 44: train loss 0.5789; validation loss 1.4513; train accuracy: 0.9302; best accuracy: 0.9302; validation F1-score: 0.9211
--> Epoch 45: train loss 0.6767; validation loss 1.4234; train accuracy: 0.9302; best accuracy: 0.9302; validation F1-score: 0.9227
--> Epoch 46: train loss 1.0604; validation loss 1.4651; train accuracy: 0.9360; best accuracy: 0.9360; validation F1-score: 0.9306
--> Epoch 47: train loss 0.5485; validation loss 1.6119; train accuracy: 0.9360; best accuracy: 0.9360; validation F1-score: 0.9259
--> Epoch 48: train loss 0.5683; validation loss 1.7772; train accuracy: 0.8081; best accuracy: 0.9360; validation F1-score: 0.8486
--> Epoch 49: train loss 0.5938; validation loss 1.8423; train accuracy: 0.7849; best accuracy: 0.9360; validation F1-score: 0.8312
--> Epoch 50: train loss 0.8481; validation loss 1.8536; train accuracy: 0.7907; best accuracy: 0.9360; validation F1-score: 0.8391
--> Epoch 51: train loss 0.6470; validation loss 1.7228; train accuracy: 0.8430; best accuracy: 0.9360; validation F1-score: 0.8912
--> Epoch 52: train loss 0.5535; validation loss 1.6825; train accuracy: 0.8488; best accuracy: 0.9360; validation F1-score: 0.8722
--> Epoch 53: train loss 0.6043; validation loss 1.6226; train accuracy: 0.9360; best accuracy: 0.9360; validation F1-score: 0.9211
--> Epoch 54: train loss 0.5025; validation loss 1.5829; train accuracy: 0.9360; best accuracy: 0.9360; validation F1-score: 0.9211
--> Epoch 55: train loss 0.5698; validation loss 1.5529; train accuracy: 0.9360; best accuracy: 0.9360; validation F1-score: 0.9227
--> 5day_surveyext_Nov22Feb24_stanscaler Test Accuracy: 0.9335
0.9335260115606936
