--> Epoch 0: train loss 1.3844; validation loss 4.2185; train accuracy: 0.0930; best accuracy: 0.0930; validation F1-score: 0.2240
--> Epoch 46: train loss 0.7592; validation loss 3.4859; train accuracy: 0.7558; best accuracy: 0.7558; validation F1-score: 0.5237
--> Epoch 47: train loss 0.7509; validation loss 3.3634; train accuracy: 0.7558; best accuracy: 0.7558; validation F1-score: 0.5268
--> Epoch 48: train loss 0.7432; validation loss 3.4061; train accuracy: 0.7558; best accuracy: 0.7558; validation F1-score: 0.5300
--> Epoch 49: train loss 0.7357; validation loss 3.4068; train accuracy: 0.7558; best accuracy: 0.7558; validation F1-score: 0.5331
--> Epoch 50: train loss 0.7286; validation loss 3.3921; train accuracy: 0.7674; best accuracy: 0.7674; validation F1-score: 0.5331
--> Epoch 51: train loss 0.7194; validation loss 3.3723; train accuracy: 0.7791; best accuracy: 0.7791; validation F1-score: 0.5363
--> Epoch 52: train loss 0.7150; validation loss 3.3535; train accuracy: 0.7791; best accuracy: 0.7791; validation F1-score: 0.5363
--> Epoch 53: train loss 0.7054; validation loss 3.2848; train accuracy: 0.7791; best accuracy: 0.7791; validation F1-score: 0.5426
--> Epoch 54: train loss 0.6969; validation loss 3.3273; train accuracy: 0.7674; best accuracy: 0.7791; validation F1-score: 0.5552
--> Epoch 55: train loss 0.6920; validation loss 3.2183; train accuracy: 0.7791; best accuracy: 0.7791; validation F1-score: 0.5521
--> Epoch 56: train loss 0.6821; validation loss 3.2007; train accuracy: 0.7791; best accuracy: 0.7791; validation F1-score: 0.5489
--> Epoch 57: train loss 0.6766; validation loss 3.1993; train accuracy: 0.7674; best accuracy: 0.7791; validation F1-score: 0.5710
--> Epoch 58: train loss 0.6693; validation loss 3.2019; train accuracy: 0.7674; best accuracy: 0.7791; validation F1-score: 0.5647
--> Epoch 59: train loss 0.6613; validation loss 3.1615; train accuracy: 0.7907; best accuracy: 0.7907; validation F1-score: 0.5710
--> Epoch 60: train loss 0.6572; validation loss 3.1219; train accuracy: 0.7907; best accuracy: 0.7907; validation F1-score: 0.5678
--> Epoch 61: train loss 0.6487; validation loss 3.1367; train accuracy: 0.7907; best accuracy: 0.7907; validation F1-score: 0.5741
--> Epoch 62: train loss 0.6419; validation loss 3.0952; train accuracy: 0.7907; best accuracy: 0.7907; validation F1-score: 0.5678
--> Epoch 63: train loss 0.6371; validation loss 3.1006; train accuracy: 0.8023; best accuracy: 0.8023; validation F1-score: 0.5741
--> Epoch 64: train loss 0.6289; validation loss 3.0886; train accuracy: 0.8023; best accuracy: 0.8023; validation F1-score: 0.5741
--> Epoch 65: train loss 0.6229; validation loss 3.0236; train accuracy: 0.8023; best accuracy: 0.8023; validation F1-score: 0.5710
--> Epoch 66: train loss 0.6182; validation loss 3.0343; train accuracy: 0.8140; best accuracy: 0.8140; validation F1-score: 0.5741
--> Epoch 67: train loss 0.6103; validation loss 3.0614; train accuracy: 0.8256; best accuracy: 0.8256; validation F1-score: 0.5931
--> Epoch 68: train loss 0.6073; validation loss 2.9774; train accuracy: 0.8256; best accuracy: 0.8256; validation F1-score: 0.5868
--> Epoch 69: train loss 0.5998; validation loss 3.0562; train accuracy: 0.8256; best accuracy: 0.8256; validation F1-score: 0.5962
--> Epoch 70: train loss 0.5928; validation loss 2.9499; train accuracy: 0.8023; best accuracy: 0.8256; validation F1-score: 0.5931
--> Epoch 71: train loss 0.5874; validation loss 3.0347; train accuracy: 0.8140; best accuracy: 0.8256; validation F1-score: 0.5931
--> Epoch 72: train loss 0.5798; validation loss 2.9714; train accuracy: 0.8140; best accuracy: 0.8256; validation F1-score: 0.5962
--> Epoch 73: train loss 0.5749; validation loss 2.9077; train accuracy: 0.8023; best accuracy: 0.8256; validation F1-score: 0.5962
--> Epoch 74: train loss 0.5696; validation loss 2.9112; train accuracy: 0.8140; best accuracy: 0.8256; validation F1-score: 0.5994
--> Epoch 75: train loss 0.5619; validation loss 2.8969; train accuracy: 0.8256; best accuracy: 0.8256; validation F1-score: 0.6025
--> Epoch 76: train loss 0.5568; validation loss 2.8988; train accuracy: 0.8256; best accuracy: 0.8256; validation F1-score: 0.6088
--> Epoch 77: train loss 0.5511; validation loss 2.9240; train accuracy: 0.8256; best accuracy: 0.8256; validation F1-score: 0.6120
--> Epoch 78: train loss 0.5461; validation loss 2.8923; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.6025
--> Epoch 79: train loss 0.5459; validation loss 2.9623; train accuracy: 0.8256; best accuracy: 0.8372; validation F1-score: 0.5994
--> Epoch 80: train loss 0.5417; validation loss 2.9183; train accuracy: 0.8256; best accuracy: 0.8372; validation F1-score: 0.6215
--> Epoch 81: train loss 0.5297; validation loss 2.9031; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.5899
--> Epoch 82: train loss 0.5350; validation loss 2.7678; train accuracy: 0.8256; best accuracy: 0.8372; validation F1-score: 0.6120
--> Epoch 83: train loss 0.5220; validation loss 2.8611; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.6215
--> Epoch 84: train loss 0.5184; validation loss 2.8181; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.6151
--> Epoch 85: train loss 0.5135; validation loss 2.9212; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.6309
--> Epoch 86: train loss 0.5081; validation loss 2.8900; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.6183
--> Epoch 87: train loss 0.5101; validation loss 2.7734; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.6246
--> Epoch 88: train loss 0.4982; validation loss 2.7921; train accuracy: 0.8372; best accuracy: 0.8372; validation F1-score: 0.6246
--> Epoch 89: train loss 0.4962; validation loss 2.8092; train accuracy: 0.8605; best accuracy: 0.8605; validation F1-score: 0.6341
--> Epoch 90: train loss 0.4931; validation loss 2.8343; train accuracy: 0.8605; best accuracy: 0.8605; validation F1-score: 0.6309
--> Epoch 91: train loss 0.4897; validation loss 2.9052; train accuracy: 0.8372; best accuracy: 0.8605; validation F1-score: 0.6309
--> Epoch 92: train loss 0.4797; validation loss 2.7806; train accuracy: 0.8372; best accuracy: 0.8605; validation F1-score: 0.6372
--> 10day_surveyext_Nov22Feb24 Test Accuracy: 0.5549
0.5549132947976878
